X,CH1,CH2
Second,Volt,Volt
1.39212E-01,1.10000E-01,5.92000E+00
1.39214E-01,1.10000E-01,5.92000E+00
1.39216E-01,1.10000E-01,6.00000E+00
1.39218E-01,1.10000E-01,5.92000E+00
1.39220E-01,1.10000E-01,6.00000E+00
1.39222E-01,1.10000E-01,6.00000E+00
1.39224E-01,1.10000E-01,6.00000E+00
1.39226E-01,1.10000E-01,6.00000E+00
1.39228E-01,1.10000E-01,6.00000E+00
1.39230E-01,1.10000E-01,6.00000E+00
1.39232E-01,1.10000E-01,6.08000E+00
1.39234E-01,1.10000E-01,6.00000E+00
1.39236E-01,1.10000E-01,6.08000E+00
1.39238E-01,1.10000E-01,6.16000E+00
1.39240E-01,1.10000E-01,6.08000E+00
1.39242E-01,1.10000E-01,6.16000E+00
1.39244E-01,1.10000E-01,6.16000E+00
1.39246E-01,1.10000E-01,6.16000E+00
1.39248E-01,1.10000E-01,6.16000E+00
1.39250E-01,1.10000E-01,6.16000E+00
1.39252E-01,1.10000E-01,6.16000E+00
1.39254E-01,1.10000E-01,6.16000E+00
1.39256E-01,1.10000E-01,6.16000E+00
1.39258E-01,1.10000E-01,6.16000E+00
1.39260E-01,1.10000E-01,6.16000E+00
1.39262E-01,1.10000E-01,6.24000E+00
1.39264E-01,1.10000E-01,6.24000E+00
1.39266E-01,1.10000E-01,6.24000E+00
1.39268E-01,1.10000E-01,6.24000E+00
1.39270E-01,1.10000E-01,6.24000E+00
1.39272E-01,1.10000E-01,6.32000E+00
1.39274E-01,1.10000E-01,6.32000E+00
1.39276E-01,1.10000E-01,6.32000E+00
1.39278E-01,1.10000E-01,6.24000E+00
1.39280E-01,1.10000E-01,6.32000E+00
1.39282E-01,1.10000E-01,6.24000E+00
1.39284E-01,1.10000E-01,6.32000E+00
1.39286E-01,1.10000E-01,6.32000E+00
1.39288E-01,1.10000E-01,6.40000E+00
1.39290E-01,1.10000E-01,6.40000E+00
1.39292E-01,1.10000E-01,6.40000E+00
1.39294E-01,1.10000E-01,6.48000E+00
1.39296E-01,1.10000E-01,6.40000E+00
1.39298E-01,1.10000E-01,6.40000E+00
1.39300E-01,1.10000E-01,6.40000E+00
1.39302E-01,1.10000E-01,6.40000E+00
1.39304E-01,1.10000E-01,6.40000E+00
1.39306E-01,1.10000E-01,6.40000E+00
1.39308E-01,1.10000E-01,6.40000E+00
1.39310E-01,1.10000E-01,6.48000E+00
1.39312E-01,1.10000E-01,6.48000E+00
1.39314E-01,1.10000E-01,6.48000E+00
1.39316E-01,1.10000E-01,6.48000E+00
1.39318E-01,1.10000E-01,6.48000E+00
1.39320E-01,1.10000E-01,6.48000E+00
1.39322E-01,1.10000E-01,6.48000E+00
1.39324E-01,1.10000E-01,6.56000E+00
1.39326E-01,1.10000E-01,6.48000E+00
1.39328E-01,1.10000E-01,6.56000E+00
1.39330E-01,1.10000E-01,6.56000E+00
1.39332E-01,1.10000E-01,6.48000E+00
1.39334E-01,1.10000E-01,6.48000E+00
1.39336E-01,1.10000E-01,6.48000E+00
1.39338E-01,1.10000E-01,6.48000E+00
1.39340E-01,1.10000E-01,6.56000E+00
1.39342E-01,1.10000E-01,6.56000E+00
1.39344E-01,1.10000E-01,6.56000E+00
1.39346E-01,1.10000E-01,6.56000E+00
1.39348E-01,1.10000E-01,6.56000E+00
1.39350E-01,1.10000E-01,6.56000E+00
1.39352E-01,1.10000E-01,6.56000E+00
1.39354E-01,1.10000E-01,6.56000E+00
1.39356E-01,1.10000E-01,6.56000E+00
1.39358E-01,1.10000E-01,6.56000E+00
1.39360E-01,1.10000E-01,6.56000E+00
1.39362E-01,1.10000E-01,6.64000E+00
1.39364E-01,1.10000E-01,6.56000E+00
1.39366E-01,1.10000E-01,6.56000E+00
1.39368E-01,1.10000E-01,6.56000E+00
1.39370E-01,1.10000E-01,6.56000E+00
1.39372E-01,1.10000E-01,6.56000E+00
1.39374E-01,1.10000E-01,6.56000E+00
1.39376E-01,1.10000E-01,6.56000E+00
1.39378E-01,1.10000E-01,6.56000E+00
1.39380E-01,1.10000E-01,6.56000E+00
1.39382E-01,1.10000E-01,6.64000E+00
1.39384E-01,1.10000E-01,6.56000E+00
1.39386E-01,1.10000E-01,6.64000E+00
1.39388E-01,1.10000E-01,6.64000E+00
1.39390E-01,1.10000E-01,6.56000E+00
1.39392E-01,1.10000E-01,6.64000E+00
1.39394E-01,1.10000E-01,6.56000E+00
1.39396E-01,1.10000E-01,6.64000E+00
1.39398E-01,1.10000E-01,6.56000E+00
1.39400E-01,1.10000E-01,6.64000E+00
1.39402E-01,1.10000E-01,6.56000E+00
1.39404E-01,1.10000E-01,6.64000E+00
1.39406E-01,1.10000E-01,6.56000E+00
1.39408E-01,1.10000E-01,6.56000E+00
1.39410E-01,1.10000E-01,6.64000E+00
1.39412E-01,1.10000E-01,6.64000E+00
1.39414E-01,1.10000E-01,6.64000E+00
1.39416E-01,1.10000E-01,6.56000E+00
1.39418E-01,1.10000E-01,6.56000E+00
1.39420E-01,1.10000E-01,6.56000E+00
1.39422E-01,1.10000E-01,6.56000E+00
1.39424E-01,1.10000E-01,6.56000E+00
1.39426E-01,1.10000E-01,6.56000E+00
1.39428E-01,1.10000E-01,6.56000E+00
1.39430E-01,1.10000E-01,6.56000E+00
1.39432E-01,1.10000E-01,6.56000E+00
1.39434E-01,1.10000E-01,6.56000E+00
1.39436E-01,1.10000E-01,6.56000E+00
1.39438E-01,1.10000E-01,6.56000E+00
1.39440E-01,1.10000E-01,6.56000E+00
1.39442E-01,1.10000E-01,6.48000E+00
1.39444E-01,1.10000E-01,6.48000E+00
1.39446E-01,1.10000E-01,6.48000E+00
1.39448E-01,1.10000E-01,6.48000E+00
1.39450E-01,1.10000E-01,6.48000E+00
1.39452E-01,1.10000E-01,6.48000E+00
1.39454E-01,1.10000E-01,6.48000E+00
1.39456E-01,1.10000E-01,6.48000E+00
1.39458E-01,1.10000E-01,6.48000E+00
1.39460E-01,1.10000E-01,6.48000E+00
1.39462E-01,1.10000E-01,6.48000E+00
1.39464E-01,1.10000E-01,6.48000E+00
1.39466E-01,1.10000E-01,6.48000E+00
1.39468E-01,1.10000E-01,6.40000E+00
1.39470E-01,1.10000E-01,6.40000E+00
1.39472E-01,1.10000E-01,6.40000E+00
1.39474E-01,1.10000E-01,6.32000E+00
1.39476E-01,1.10000E-01,6.40000E+00
1.39478E-01,1.10000E-01,6.40000E+00
1.39480E-01,1.10000E-01,6.40000E+00
1.39482E-01,1.10000E-01,6.40000E+00
1.39484E-01,1.10000E-01,6.40000E+00
1.39486E-01,1.10000E-01,6.40000E+00
1.39488E-01,1.10000E-01,6.32000E+00
1.39490E-01,1.10000E-01,6.32000E+00
1.39492E-01,1.10000E-01,6.32000E+00
1.39494E-01,1.10000E-01,6.24000E+00
1.39496E-01,1.10000E-01,6.24000E+00
1.39498E-01,1.10000E-01,6.24000E+00
1.39500E-01,1.10000E-01,6.24000E+00
1.39502E-01,1.10000E-01,6.24000E+00
1.39504E-01,1.10000E-01,6.24000E+00
1.39506E-01,1.10000E-01,6.24000E+00
1.39508E-01,1.10000E-01,6.24000E+00
1.39510E-01,1.10000E-01,6.24000E+00
1.39512E-01,1.10000E-01,6.16000E+00
1.39514E-01,1.10000E-01,6.16000E+00
1.39516E-01,1.10000E-01,6.16000E+00
1.39518E-01,1.10000E-01,6.08000E+00
1.39520E-01,1.10000E-01,6.08000E+00
1.39522E-01,1.10000E-01,6.00000E+00
1.39524E-01,1.10000E-01,6.08000E+00
1.39526E-01,1.10000E-01,6.00000E+00
1.39528E-01,1.10000E-01,6.08000E+00
1.39530E-01,1.10000E-01,6.08000E+00
1.39532E-01,1.10000E-01,6.00000E+00
1.39534E-01,1.10000E-01,6.00000E+00
1.39536E-01,1.10000E-01,6.00000E+00
1.39538E-01,1.10000E-01,6.00000E+00
1.39540E-01,1.10000E-01,5.92000E+00
1.39542E-01,1.10000E-01,5.92000E+00
1.39544E-01,1.10000E-01,5.92000E+00
1.39546E-01,1.10000E-01,5.84000E+00
1.39548E-01,1.10000E-01,5.84000E+00
1.39550E-01,1.10000E-01,5.84000E+00
1.39552E-01,1.10000E-01,5.84000E+00
1.39554E-01,1.10000E-01,5.84000E+00
1.39556E-01,1.10000E-01,5.84000E+00
1.39558E-01,1.10000E-01,5.84000E+00
1.39560E-01,1.10000E-01,5.84000E+00
1.39562E-01,1.10000E-01,5.76000E+00
1.39564E-01,1.10000E-01,5.76000E+00
1.39566E-01,1.10000E-01,5.76000E+00
1.39568E-01,1.10000E-01,5.68000E+00
1.39570E-01,1.10000E-01,5.68000E+00
1.39572E-01,1.10000E-01,5.60000E+00
1.39574E-01,1.10000E-01,5.60000E+00
1.39576E-01,1.10000E-01,5.68000E+00
1.39578E-01,1.10000E-01,5.60000E+00
1.39580E-01,1.10000E-01,5.68000E+00
1.39582E-01,1.10000E-01,5.52000E+00
1.39584E-01,1.10000E-01,5.60000E+00
1.39586E-01,1.09000E-01,5.52000E+00
1.39588E-01,1.10000E-01,5.52000E+00
1.39590E-01,1.10000E-01,5.52000E+00
1.39592E-01,1.10000E-01,5.44000E+00
1.39594E-01,1.10000E-01,5.44000E+00
1.39596E-01,1.10000E-01,5.44000E+00
1.39598E-01,1.10000E-01,5.44000E+00
1.39600E-01,1.10000E-01,5.44000E+00
1.39602E-01,1.10000E-01,5.44000E+00
1.39604E-01,1.10000E-01,5.36000E+00
1.39606E-01,1.10000E-01,5.36000E+00
1.39608E-01,1.10000E-01,5.36000E+00
1.39610E-01,1.10000E-01,5.36000E+00
1.39612E-01,1.10000E-01,5.36000E+00
1.39614E-01,1.10000E-01,5.28000E+00
1.39616E-01,1.10000E-01,5.28000E+00
1.39618E-01,1.10000E-01,5.28000E+00
1.39620E-01,1.10000E-01,5.28000E+00
1.39622E-01,1.10000E-01,5.20000E+00
1.39624E-01,1.10000E-01,5.20000E+00
1.39626E-01,1.10000E-01,5.20000E+00
1.39628E-01,1.10000E-01,5.20000E+00
1.39630E-01,1.10000E-01,5.20000E+00
1.39632E-01,1.10000E-01,5.12000E+00
1.39634E-01,1.10000E-01,5.12000E+00
1.39636E-01,1.10000E-01,5.12000E+00
1.39638E-01,1.10000E-01,5.12000E+00
1.39640E-01,1.10000E-01,5.12000E+00
1.39642E-01,1.10000E-01,5.12000E+00
1.39644E-01,1.10000E-01,5.04000E+00
1.39646E-01,1.10000E-01,5.12000E+00
1.39648E-01,1.10000E-01,5.04000E+00
1.39650E-01,1.10000E-01,5.04000E+00
1.39652E-01,1.10000E-01,4.96000E+00
1.39654E-01,1.10000E-01,4.96000E+00
1.39656E-01,1.10000E-01,4.96000E+00
1.39658E-01,1.10000E-01,4.96000E+00
1.39660E-01,1.10000E-01,4.96000E+00
1.39662E-01,1.10000E-01,4.88000E+00
1.39664E-01,1.10000E-01,4.88000E+00
1.39666E-01,1.10000E-01,4.88000E+00
1.39668E-01,1.10000E-01,4.88000E+00
1.39670E-01,1.10000E-01,4.88000E+00
1.39672E-01,1.10000E-01,4.80000E+00
1.39674E-01,1.10000E-01,4.80000E+00
1.39676E-01,1.10000E-01,4.80000E+00
1.39678E-01,1.10000E-01,4.80000E+00
1.39680E-01,1.10000E-01,4.80000E+00
1.39682E-01,1.10000E-01,4.80000E+00
1.39684E-01,1.10000E-01,4.72000E+00
1.39686E-01,1.10000E-01,4.72000E+00
1.39688E-01,1.10000E-01,4.72000E+00
1.39690E-01,1.10000E-01,4.72000E+00
1.39692E-01,1.10000E-01,4.72000E+00
1.39694E-01,1.10000E-01,4.64000E+00
1.39696E-01,1.10000E-01,4.64000E+00
1.39698E-01,1.10000E-01,4.64000E+00
1.39700E-01,1.10000E-01,4.64000E+00
1.39702E-01,1.10000E-01,4.64000E+00
1.39704E-01,1.10000E-01,4.64000E+00
1.39706E-01,1.10000E-01,4.64000E+00
1.39708E-01,1.10000E-01,4.56000E+00
1.39710E-01,1.10000E-01,4.64000E+00
1.39712E-01,1.10000E-01,4.56000E+00
1.39714E-01,1.10000E-01,4.56000E+00
1.39716E-01,1.10000E-01,4.56000E+00
1.39718E-01,1.10000E-01,4.56000E+00
1.39720E-01,1.10000E-01,4.48000E+00
1.39722E-01,1.10000E-01,4.56000E+00
1.39724E-01,1.10000E-01,4.48000E+00
1.39726E-01,1.10000E-01,4.48000E+00
1.39728E-01,1.10000E-01,4.48000E+00
1.39730E-01,1.10000E-01,4.48000E+00
1.39732E-01,1.10000E-01,4.48000E+00
1.39734E-01,1.10000E-01,4.48000E+00
1.39736E-01,1.10000E-01,4.40000E+00
1.39738E-01,1.10000E-01,4.40000E+00
1.39740E-01,1.10000E-01,4.40000E+00
1.39742E-01,1.10000E-01,4.40000E+00
1.39744E-01,1.10000E-01,4.32000E+00
1.39746E-01,1.10000E-01,4.32000E+00
1.39748E-01,1.10000E-01,4.40000E+00
1.39750E-01,1.10000E-01,4.32000E+00
1.39752E-01,1.10000E-01,4.32000E+00
1.39754E-01,1.10000E-01,4.32000E+00
1.39756E-01,1.10000E-01,4.32000E+00
1.39758E-01,1.10000E-01,4.32000E+00
1.39760E-01,1.10000E-01,4.32000E+00
1.39762E-01,1.10000E-01,4.32000E+00
1.39764E-01,1.10000E-01,4.32000E+00
1.39766E-01,1.10000E-01,4.32000E+00
1.39768E-01,1.10000E-01,4.32000E+00
1.39770E-01,1.10000E-01,4.24000E+00
1.39772E-01,1.10000E-01,4.24000E+00
1.39774E-01,1.10000E-01,4.24000E+00
1.39776E-01,1.10000E-01,4.24000E+00
1.39778E-01,1.10000E-01,4.32000E+00
1.39780E-01,1.10000E-01,4.24000E+00
1.39782E-01,1.10000E-01,4.32000E+00
1.39784E-01,1.10000E-01,4.24000E+00
1.39786E-01,1.10000E-01,4.24000E+00
1.39788E-01,1.10000E-01,4.24000E+00
1.39790E-01,1.10000E-01,4.24000E+00
1.39792E-01,1.10000E-01,4.24000E+00
1.39794E-01,1.10000E-01,4.24000E+00
1.39796E-01,1.10000E-01,4.16000E+00
1.39798E-01,1.10000E-01,4.16000E+00
1.39800E-01,1.10000E-01,4.16000E+00
1.39802E-01,1.10000E-01,4.16000E+00
1.39804E-01,1.10000E-01,4.24000E+00
1.39806E-01,1.10000E-01,4.16000E+00
1.39808E-01,1.10000E-01,4.16000E+00
1.39810E-01,1.10000E-01,4.16000E+00
1.39812E-01,1.10000E-01,4.16000E+00
1.39814E-01,1.10000E-01,4.16000E+00
1.39816E-01,1.10000E-01,4.16000E+00
1.39818E-01,1.10000E-01,4.16000E+00
1.39820E-01,1.10000E-01,4.16000E+00
1.39822E-01,1.10000E-01,4.16000E+00
1.39824E-01,1.10000E-01,4.16000E+00
1.39826E-01,1.10000E-01,4.16000E+00
1.39828E-01,1.10000E-01,4.16000E+00
1.39830E-01,1.10000E-01,4.16000E+00
1.39832E-01,1.10000E-01,4.16000E+00
1.39834E-01,1.10000E-01,4.16000E+00
1.39836E-01,1.10000E-01,4.16000E+00
1.39838E-01,1.10000E-01,4.16000E+00
1.39840E-01,1.10000E-01,4.16000E+00
1.39842E-01,1.10000E-01,4.16000E+00
1.39844E-01,1.10000E-01,4.16000E+00
1.39846E-01,1.10000E-01,4.16000E+00
1.39848E-01,1.10000E-01,4.16000E+00
1.39850E-01,1.10000E-01,4.16000E+00
1.39852E-01,1.10000E-01,4.16000E+00
1.39854E-01,1.10000E-01,4.16000E+00
1.39856E-01,1.10000E-01,4.08000E+00
1.39858E-01,1.10000E-01,4.16000E+00
1.39860E-01,1.11000E-01,4.16000E+00
1.39862E-01,1.10000E-01,4.16000E+00
1.39864E-01,1.10000E-01,4.16000E+00
1.39866E-01,1.10000E-01,4.16000E+00
1.39868E-01,1.10000E-01,4.24000E+00
1.39870E-01,1.10000E-01,4.16000E+00
1.39872E-01,1.10000E-01,4.16000E+00
1.39874E-01,1.10000E-01,4.16000E+00
1.39876E-01,1.10000E-01,4.16000E+00
1.39878E-01,1.10000E-01,4.16000E+00
1.39880E-01,1.10000E-01,4.24000E+00
1.39882E-01,1.10000E-01,4.16000E+00
1.39884E-01,1.10000E-01,4.24000E+00
1.39886E-01,1.10000E-01,4.24000E+00
1.39888E-01,1.10000E-01,4.24000E+00
1.39890E-01,1.10000E-01,4.24000E+00
1.39892E-01,1.10000E-01,4.24000E+00
1.39894E-01,1.10000E-01,4.24000E+00
1.39896E-01,1.10000E-01,4.24000E+00
1.39898E-01,1.10000E-01,4.32000E+00
1.39900E-01,1.10000E-01,4.24000E+00
1.39902E-01,1.10000E-01,4.24000E+00
1.39904E-01,1.10000E-01,4.32000E+00
1.39906E-01,1.10000E-01,4.24000E+00
1.39908E-01,1.10000E-01,4.32000E+00
1.39910E-01,1.10000E-01,4.32000E+00
1.39912E-01,1.10000E-01,4.32000E+00
1.39914E-01,1.10000E-01,4.32000E+00
1.39916E-01,1.10000E-01,4.32000E+00
1.39918E-01,1.10000E-01,4.40000E+00
1.39920E-01,1.10000E-01,4.40000E+00
1.39922E-01,1.10000E-01,4.40000E+00
1.39924E-01,1.10000E-01,4.40000E+00
1.39926E-01,1.10000E-01,4.40000E+00
1.39928E-01,1.10000E-01,4.40000E+00
1.39930E-01,1.10000E-01,4.40000E+00
1.39932E-01,1.10000E-01,4.40000E+00
1.39934E-01,1.10000E-01,4.48000E+00
1.39936E-01,1.10000E-01,4.48000E+00
1.39938E-01,1.10000E-01,4.48000E+00
1.39940E-01,1.10000E-01,4.48000E+00
1.39942E-01,1.10000E-01,4.56000E+00
1.39944E-01,1.10000E-01,4.48000E+00
1.39946E-01,1.10000E-01,4.56000E+00
1.39948E-01,1.10000E-01,4.56000E+00
1.39950E-01,1.10000E-01,4.56000E+00
1.39952E-01,1.10000E-01,4.56000E+00
1.39954E-01,1.10000E-01,4.56000E+00
1.39956E-01,1.10000E-01,4.64000E+00
1.39958E-01,1.10000E-01,4.64000E+00
1.39960E-01,1.10000E-01,4.64000E+00
1.39962E-01,1.10000E-01,4.72000E+00
1.39964E-01,1.10000E-01,4.64000E+00
1.39966E-01,1.10000E-01,4.64000E+00
1.39968E-01,1.10000E-01,4.64000E+00
1.39970E-01,1.10000E-01,4.72000E+00
1.39972E-01,1.10000E-01,4.72000E+00
1.39974E-01,1.10000E-01,4.72000E+00
1.39976E-01,1.10000E-01,4.72000E+00
1.39978E-01,1.10000E-01,4.72000E+00
1.39980E-01,1.10000E-01,4.72000E+00
1.39982E-01,1.10000E-01,4.80000E+00
1.39984E-01,1.10000E-01,4.80000E+00
1.39986E-01,1.10000E-01,4.88000E+00
1.39988E-01,1.10000E-01,4.88000E+00
1.39990E-01,1.10000E-01,4.88000E+00
1.39992E-01,1.10000E-01,4.96000E+00
1.39994E-01,1.10000E-01,4.96000E+00
1.39996E-01,1.10000E-01,4.96000E+00
1.39998E-01,1.10000E-01,4.96000E+00
1.40000E-01,1.10000E-01,4.96000E+00
1.40002E-01,1.10000E-01,4.96000E+00
1.40004E-01,1.10000E-01,4.96000E+00
1.40006E-01,1.10000E-01,4.96000E+00
1.40008E-01,1.10000E-01,4.96000E+00
1.40010E-01,1.10000E-01,5.04000E+00
1.40012E-01,1.10000E-01,5.12000E+00
1.40014E-01,1.10000E-01,5.12000E+00
1.40016E-01,1.10000E-01,5.12000E+00
1.40018E-01,1.10000E-01,5.12000E+00
1.40020E-01,1.10000E-01,5.20000E+00
1.40022E-01,1.10000E-01,5.20000E+00
1.40024E-01,1.10000E-01,5.20000E+00
1.40026E-01,1.10000E-01,5.20000E+00
1.40028E-01,1.10000E-01,5.20000E+00
1.40030E-01,1.10000E-01,5.20000E+00
1.40032E-01,1.10000E-01,5.20000E+00
1.40034E-01,1.10000E-01,5.20000E+00
1.40036E-01,1.10000E-01,5.28000E+00
1.40038E-01,1.10000E-01,5.28000E+00
1.40040E-01,1.10000E-01,5.36000E+00
1.40042E-01,1.10000E-01,5.36000E+00
1.40044E-01,1.10000E-01,5.44000E+00
1.40046E-01,1.10000E-01,5.36000E+00
1.40048E-01,1.10000E-01,5.44000E+00
1.40050E-01,1.10000E-01,5.44000E+00
1.40052E-01,1.10000E-01,5.36000E+00
1.40054E-01,1.10000E-01,5.36000E+00
1.40056E-01,1.10000E-01,5.36000E+00
1.40058E-01,1.10000E-01,5.44000E+00
1.40060E-01,1.10000E-01,5.52000E+00
1.40062E-01,1.10000E-01,5.52000E+00
1.40064E-01,1.10000E-01,5.60000E+00
1.40066E-01,1.10000E-01,5.60000E+00
1.40068E-01,1.10000E-01,5.60000E+00
1.40070E-01,1.10000E-01,5.60000E+00
1.40072E-01,1.10000E-01,5.60000E+00
1.40074E-01,1.10000E-01,5.68000E+00
1.40076E-01,1.10000E-01,5.60000E+00
1.40078E-01,1.10000E-01,5.52000E+00
1.40080E-01,1.10000E-01,5.68000E+00
1.40082E-01,1.10000E-01,5.68000E+00
1.40084E-01,1.10000E-01,5.68000E+00
1.40086E-01,1.10000E-01,5.76000E+00
1.40088E-01,1.10000E-01,5.68000E+00
1.40090E-01,1.10000E-01,5.76000E+00
1.40092E-01,1.10000E-01,5.76000E+00
1.40094E-01,1.10000E-01,5.84000E+00
1.40096E-01,1.10000E-01,5.84000E+00
1.40098E-01,1.10000E-01,5.84000E+00
1.40100E-01,1.10000E-01,5.84000E+00
1.40102E-01,1.10000E-01,5.84000E+00
1.40104E-01,1.10000E-01,5.84000E+00
1.40106E-01,1.10000E-01,5.84000E+00
1.40108E-01,1.10000E-01,5.92000E+00
1.40110E-01,1.10000E-01,5.84000E+00
1.40112E-01,1.10000E-01,5.92000E+00
1.40114E-01,1.10000E-01,5.92000E+00
1.40116E-01,1.10000E-01,5.92000E+00
1.40118E-01,1.10000E-01,5.92000E+00
1.40120E-01,1.10000E-01,5.92000E+00
1.40122E-01,1.10000E-01,6.00000E+00
1.40124E-01,1.10000E-01,6.00000E+00
1.40126E-01,1.10000E-01,6.00000E+00
1.40128E-01,1.10000E-01,6.00000E+00
1.40130E-01,1.10000E-01,6.00000E+00
1.40132E-01,1.10000E-01,6.00000E+00
1.40134E-01,1.10000E-01,6.00000E+00
1.40136E-01,1.10000E-01,6.00000E+00
1.40138E-01,1.10000E-01,6.08000E+00
1.40140E-01,1.10000E-01,6.08000E+00
1.40142E-01,1.10000E-01,6.08000E+00
1.40144E-01,1.10000E-01,6.08000E+00
1.40146E-01,1.10000E-01,6.08000E+00
1.40148E-01,1.10000E-01,6.16000E+00
1.40150E-01,1.10000E-01,6.08000E+00
1.40152E-01,1.10000E-01,6.16000E+00
1.40154E-01,1.10000E-01,6.16000E+00
1.40156E-01,1.10000E-01,6.16000E+00
1.40158E-01,1.10000E-01,6.16000E+00
1.40160E-01,1.10000E-01,6.24000E+00
1.40162E-01,1.10000E-01,6.24000E+00
1.40164E-01,1.10000E-01,6.16000E+00
1.40166E-01,1.10000E-01,6.24000E+00
1.40168E-01,1.10000E-01,6.24000E+00
1.40170E-01,1.10000E-01,6.24000E+00
1.40172E-01,1.10000E-01,6.24000E+00
1.40174E-01,1.10000E-01,6.32000E+00
1.40176E-01,1.10000E-01,6.32000E+00
1.40178E-01,1.10000E-01,6.40000E+00
1.40180E-01,1.10000E-01,6.32000E+00
1.40182E-01,1.10000E-01,6.32000E+00
1.40184E-01,1.10000E-01,6.40000E+00
1.40186E-01,1.10000E-01,6.32000E+00
1.40188E-01,1.10000E-01,6.40000E+00
1.40190E-01,1.10000E-01,6.40000E+00
1.40192E-01,1.10000E-01,6.32000E+00
1.40194E-01,1.10000E-01,6.40000E+00
1.40196E-01,1.10000E-01,6.40000E+00
1.40198E-01,1.10000E-01,6.40000E+00
1.40200E-01,1.10000E-01,6.40000E+00
1.40202E-01,1.10000E-01,6.48000E+00
1.40204E-01,1.10000E-01,6.40000E+00
1.40206E-01,1.10000E-01,6.48000E+00
1.40208E-01,1.10000E-01,6.48000E+00
1.40210E-01,1.10000E-01,6.48000E+00
1.40212E-01,1.10000E-01,6.48000E+00
1.40214E-01,1.10000E-01,6.48000E+00
1.40216E-01,1.10000E-01,6.48000E+00
1.40218E-01,1.10000E-01,6.48000E+00
1.40220E-01,1.10000E-01,6.48000E+00
1.40222E-01,1.10000E-01,6.48000E+00
1.40224E-01,1.10000E-01,6.48000E+00
1.40226E-01,1.10000E-01,6.48000E+00
1.40228E-01,1.10000E-01,6.48000E+00
1.40230E-01,1.10000E-01,6.56000E+00
1.40232E-01,1.10000E-01,6.56000E+00
1.40234E-01,1.10000E-01,6.56000E+00
1.40236E-01,1.10000E-01,6.56000E+00
1.40238E-01,1.10000E-01,6.56000E+00
1.40240E-01,1.10000E-01,6.56000E+00
1.40242E-01,1.10000E-01,6.56000E+00
1.40244E-01,1.10000E-01,6.56000E+00
1.40246E-01,1.10000E-01,6.64000E+00
1.40248E-01,1.10000E-01,6.56000E+00
1.40250E-01,1.10000E-01,6.56000E+00
1.40252E-01,1.10000E-01,6.56000E+00
1.40254E-01,1.10000E-01,6.64000E+00
1.40256E-01,1.10000E-01,6.56000E+00
1.40258E-01,1.10000E-01,6.64000E+00
1.40260E-01,1.10000E-01,6.56000E+00
1.40262E-01,1.10000E-01,6.56000E+00
1.40264E-01,1.10000E-01,6.56000E+00
1.40266E-01,1.10000E-01,6.64000E+00
1.40268E-01,1.10000E-01,6.56000E+00
1.40270E-01,1.10000E-01,6.64000E+00
1.40272E-01,1.10000E-01,6.56000E+00
1.40274E-01,1.10000E-01,6.56000E+00
1.40276E-01,1.10000E-01,6.56000E+00
1.40278E-01,1.10000E-01,6.56000E+00
1.40280E-01,1.10000E-01,6.56000E+00
1.40282E-01,1.10000E-01,6.56000E+00
1.40284E-01,1.10000E-01,6.56000E+00
1.40286E-01,1.10000E-01,6.56000E+00
1.40288E-01,1.10000E-01,6.56000E+00
1.40290E-01,1.10000E-01,6.56000E+00
1.40292E-01,1.10000E-01,6.56000E+00
1.40294E-01,1.10000E-01,6.56000E+00
1.40296E-01,1.10000E-01,6.64000E+00
1.40298E-01,1.10000E-01,6.64000E+00
1.40300E-01,1.10000E-01,6.56000E+00
1.40302E-01,1.10000E-01,6.56000E+00
1.40304E-01,1.10000E-01,6.56000E+00
1.40306E-01,1.10000E-01,6.64000E+00
1.40308E-01,1.10000E-01,6.56000E+00
1.40310E-01,1.10000E-01,6.56000E+00
1.40312E-01,1.10000E-01,6.56000E+00
1.40314E-01,1.10000E-01,6.64000E+00
1.40316E-01,1.10000E-01,6.64000E+00
1.40318E-01,1.10000E-01,6.56000E+00
1.40320E-01,1.10000E-01,6.56000E+00
1.40322E-01,1.10000E-01,6.56000E+00
1.40324E-01,1.10000E-01,6.56000E+00
1.40326E-01,1.10000E-01,6.56000E+00
1.40328E-01,1.10000E-01,6.56000E+00
1.40330E-01,1.10000E-01,6.56000E+00
1.40332E-01,1.10000E-01,6.56000E+00
1.40334E-01,1.10000E-01,6.56000E+00
1.40336E-01,1.10000E-01,6.48000E+00
1.40338E-01,1.10000E-01,6.56000E+00
1.40340E-01,1.10000E-01,6.48000E+00
1.40342E-01,1.10000E-01,6.48000E+00
1.40344E-01,1.10000E-01,6.48000E+00
1.40346E-01,1.10000E-01,6.48000E+00
1.40348E-01,1.10000E-01,6.48000E+00
1.40350E-01,1.10000E-01,6.48000E+00
1.40352E-01,1.10000E-01,6.48000E+00
1.40354E-01,1.10000E-01,6.48000E+00
1.40356E-01,1.10000E-01,6.48000E+00
1.40358E-01,1.10000E-01,6.48000E+00
1.40360E-01,1.10000E-01,6.40000E+00
1.40362E-01,1.10000E-01,6.40000E+00
1.40364E-01,1.10000E-01,6.40000E+00
1.40366E-01,1.10000E-01,6.40000E+00
1.40368E-01,1.10000E-01,6.48000E+00
1.40370E-01,1.10000E-01,6.40000E+00
1.40372E-01,1.10000E-01,6.40000E+00
1.40374E-01,1.10000E-01,6.32000E+00
