X,CH1,CH2
Second,Volt,Volt
1.36104E-01,1.09000E-01,5.68000E+00
1.36106E-01,1.09000E-01,5.68000E+00
1.36108E-01,1.09000E-01,5.68000E+00
1.36110E-01,1.09000E-01,5.68000E+00
1.36112E-01,1.09000E-01,5.76000E+00
1.36114E-01,1.10000E-01,5.76000E+00
1.36116E-01,1.09000E-01,5.76000E+00
1.36118E-01,1.09000E-01,5.84000E+00
1.36120E-01,1.09000E-01,5.92000E+00
1.36122E-01,1.10000E-01,5.92000E+00
1.36124E-01,1.09000E-01,5.92000E+00
1.36126E-01,1.10000E-01,5.92000E+00
1.36128E-01,1.09000E-01,5.92000E+00
1.36130E-01,1.10000E-01,5.92000E+00
1.36132E-01,1.09000E-01,5.92000E+00
1.36134E-01,1.09000E-01,5.92000E+00
1.36136E-01,1.09000E-01,5.92000E+00
1.36138E-01,1.10000E-01,5.92000E+00
1.36140E-01,1.09000E-01,5.92000E+00
1.36142E-01,1.10000E-01,6.00000E+00
1.36144E-01,1.10000E-01,6.00000E+00
1.36146E-01,1.09000E-01,6.00000E+00
1.36148E-01,1.09000E-01,6.00000E+00
1.36150E-01,1.09000E-01,6.08000E+00
1.36152E-01,1.10000E-01,6.08000E+00
1.36154E-01,1.10000E-01,6.08000E+00
1.36156E-01,1.09000E-01,6.08000E+00
1.36158E-01,1.09000E-01,6.08000E+00
1.36160E-01,1.10000E-01,6.08000E+00
1.36162E-01,1.09000E-01,6.16000E+00
1.36164E-01,1.10000E-01,6.16000E+00
1.36166E-01,1.10000E-01,6.08000E+00
1.36168E-01,1.10000E-01,6.16000E+00
1.36170E-01,1.09000E-01,6.16000E+00
1.36172E-01,1.09000E-01,6.16000E+00
1.36174E-01,1.09000E-01,6.16000E+00
1.36176E-01,1.10000E-01,6.24000E+00
1.36178E-01,1.10000E-01,6.24000E+00
1.36180E-01,1.09000E-01,6.24000E+00
1.36182E-01,1.09000E-01,6.24000E+00
1.36184E-01,1.09000E-01,6.24000E+00
1.36186E-01,1.10000E-01,6.24000E+00
1.36188E-01,1.09000E-01,6.32000E+00
1.36190E-01,1.10000E-01,6.24000E+00
1.36192E-01,1.10000E-01,6.32000E+00
1.36194E-01,1.10000E-01,6.32000E+00
1.36196E-01,1.10000E-01,6.32000E+00
1.36198E-01,1.09000E-01,6.32000E+00
1.36200E-01,1.10000E-01,6.32000E+00
1.36202E-01,1.09000E-01,6.32000E+00
1.36204E-01,1.10000E-01,6.40000E+00
1.36206E-01,1.09000E-01,6.32000E+00
1.36208E-01,1.09000E-01,6.32000E+00
1.36210E-01,1.09000E-01,6.32000E+00
1.36212E-01,1.09000E-01,6.40000E+00
1.36214E-01,1.10000E-01,6.40000E+00
1.36216E-01,1.09000E-01,6.40000E+00
1.36218E-01,1.10000E-01,6.40000E+00
1.36220E-01,1.09000E-01,6.40000E+00
1.36222E-01,1.10000E-01,6.40000E+00
1.36224E-01,1.10000E-01,6.40000E+00
1.36226E-01,1.09000E-01,6.40000E+00
1.36228E-01,1.10000E-01,6.40000E+00
1.36230E-01,1.10000E-01,6.40000E+00
1.36232E-01,1.10000E-01,6.48000E+00
1.36234E-01,1.10000E-01,6.48000E+00
1.36236E-01,1.09000E-01,6.48000E+00
1.36238E-01,1.09000E-01,6.48000E+00
1.36240E-01,1.09000E-01,6.48000E+00
1.36242E-01,1.10000E-01,6.56000E+00
1.36244E-01,1.10000E-01,6.48000E+00
1.36246E-01,1.09000E-01,6.48000E+00
1.36248E-01,1.10000E-01,6.48000E+00
1.36250E-01,1.09000E-01,6.48000E+00
1.36252E-01,1.09000E-01,6.48000E+00
1.36254E-01,1.10000E-01,6.48000E+00
1.36256E-01,1.09000E-01,6.48000E+00
1.36258E-01,1.09000E-01,6.48000E+00
1.36260E-01,1.10000E-01,6.56000E+00
1.36262E-01,1.09000E-01,6.56000E+00
1.36264E-01,1.10000E-01,6.56000E+00
1.36266E-01,1.09000E-01,6.56000E+00
1.36268E-01,1.09000E-01,6.56000E+00
1.36270E-01,1.10000E-01,6.48000E+00
1.36272E-01,1.09000E-01,6.56000E+00
1.36274E-01,1.10000E-01,6.56000E+00
1.36276E-01,1.09000E-01,6.56000E+00
1.36278E-01,1.09000E-01,6.56000E+00
1.36280E-01,1.10000E-01,6.56000E+00
1.36282E-01,1.09000E-01,6.56000E+00
1.36284E-01,1.09000E-01,6.56000E+00
1.36286E-01,1.09000E-01,6.56000E+00
1.36288E-01,1.10000E-01,6.56000E+00
1.36290E-01,1.09000E-01,6.56000E+00
1.36292E-01,1.10000E-01,6.56000E+00
1.36294E-01,1.09000E-01,6.56000E+00
1.36296E-01,1.09000E-01,6.56000E+00
1.36298E-01,1.10000E-01,6.48000E+00
1.36300E-01,1.09000E-01,6.48000E+00
1.36302E-01,1.09000E-01,6.56000E+00
1.36304E-01,1.10000E-01,6.56000E+00
1.36306E-01,1.09000E-01,6.56000E+00
1.36308E-01,1.10000E-01,6.56000E+00
1.36310E-01,1.10000E-01,6.56000E+00
1.36312E-01,1.10000E-01,6.56000E+00
1.36314E-01,1.10000E-01,6.48000E+00
1.36316E-01,1.10000E-01,6.48000E+00
1.36318E-01,1.10000E-01,6.48000E+00
1.36320E-01,1.09000E-01,6.48000E+00
1.36322E-01,1.10000E-01,6.48000E+00
1.36324E-01,1.09000E-01,6.48000E+00
1.36326E-01,1.10000E-01,6.48000E+00
1.36328E-01,1.09000E-01,6.48000E+00
1.36330E-01,1.10000E-01,6.48000E+00
1.36332E-01,1.10000E-01,6.48000E+00
1.36334E-01,1.10000E-01,6.48000E+00
1.36336E-01,1.10000E-01,6.48000E+00
1.36338E-01,1.10000E-01,6.40000E+00
1.36340E-01,1.09000E-01,6.40000E+00
1.36342E-01,1.10000E-01,6.40000E+00
1.36344E-01,1.10000E-01,6.40000E+00
1.36346E-01,1.10000E-01,6.40000E+00
1.36348E-01,1.10000E-01,6.40000E+00
1.36350E-01,1.10000E-01,6.40000E+00
1.36352E-01,1.09000E-01,6.40000E+00
1.36354E-01,1.10000E-01,6.40000E+00
1.36356E-01,1.10000E-01,6.40000E+00
1.36358E-01,1.10000E-01,6.40000E+00
1.36360E-01,1.09000E-01,6.40000E+00
1.36362E-01,1.10000E-01,6.40000E+00
1.36364E-01,1.10000E-01,6.32000E+00
1.36366E-01,1.10000E-01,6.32000E+00
1.36368E-01,1.09000E-01,6.24000E+00
1.36370E-01,1.09000E-01,6.32000E+00
1.36372E-01,1.09000E-01,6.32000E+00
1.36374E-01,1.10000E-01,6.24000E+00
1.36376E-01,1.09000E-01,6.24000E+00
1.36378E-01,1.09000E-01,6.24000E+00
1.36380E-01,1.10000E-01,6.24000E+00
1.36382E-01,1.09000E-01,6.24000E+00
1.36384E-01,1.09000E-01,6.24000E+00
1.36386E-01,1.10000E-01,6.24000E+00
1.36388E-01,1.10000E-01,6.24000E+00
1.36390E-01,1.10000E-01,6.16000E+00
1.36392E-01,1.10000E-01,6.16000E+00
1.36394E-01,1.09000E-01,6.16000E+00
1.36396E-01,1.09000E-01,6.08000E+00
1.36398E-01,1.10000E-01,6.08000E+00
1.36400E-01,1.09000E-01,6.08000E+00
1.36402E-01,1.10000E-01,6.08000E+00
1.36404E-01,1.10000E-01,6.08000E+00
1.36406E-01,1.10000E-01,6.08000E+00
1.36408E-01,1.10000E-01,6.00000E+00
1.36410E-01,1.09000E-01,6.00000E+00
1.36412E-01,1.10000E-01,6.00000E+00
1.36414E-01,1.10000E-01,6.00000E+00
1.36416E-01,1.09000E-01,6.00000E+00
1.36418E-01,1.10000E-01,6.00000E+00
1.36420E-01,1.10000E-01,5.92000E+00
1.36422E-01,1.09000E-01,5.92000E+00
1.36424E-01,1.09000E-01,5.92000E+00
1.36426E-01,1.10000E-01,5.92000E+00
1.36428E-01,1.09000E-01,5.84000E+00
1.36430E-01,1.10000E-01,5.84000E+00
1.36432E-01,1.10000E-01,5.84000E+00
1.36434E-01,1.10000E-01,5.84000E+00
1.36436E-01,1.10000E-01,5.92000E+00
1.36438E-01,1.09000E-01,5.84000E+00
1.36440E-01,1.09000E-01,5.76000E+00
1.36442E-01,1.09000E-01,5.76000E+00
1.36444E-01,1.09000E-01,5.76000E+00
1.36446E-01,1.09000E-01,5.76000E+00
1.36448E-01,1.10000E-01,5.68000E+00
1.36450E-01,1.10000E-01,5.68000E+00
1.36452E-01,1.10000E-01,5.68000E+00
1.36454E-01,1.10000E-01,5.68000E+00
1.36456E-01,1.10000E-01,5.60000E+00
1.36458E-01,1.10000E-01,5.68000E+00
1.36460E-01,1.09000E-01,5.60000E+00
1.36462E-01,1.09000E-01,5.60000E+00
1.36464E-01,1.10000E-01,5.60000E+00
1.36466E-01,1.09000E-01,5.60000E+00
1.36468E-01,1.10000E-01,5.52000E+00
1.36470E-01,1.09000E-01,5.52000E+00
1.36472E-01,1.09000E-01,5.52000E+00
1.36474E-01,1.09000E-01,5.44000E+00
1.36476E-01,1.09000E-01,5.44000E+00
1.36478E-01,1.10000E-01,5.44000E+00
1.36480E-01,1.10000E-01,5.44000E+00
1.36482E-01,1.09000E-01,5.36000E+00
1.36484E-01,1.10000E-01,5.44000E+00
1.36486E-01,1.09000E-01,5.36000E+00
1.36488E-01,1.10000E-01,5.36000E+00
1.36490E-01,1.09000E-01,5.36000E+00
1.36492E-01,1.10000E-01,5.36000E+00
1.36494E-01,1.10000E-01,5.28000E+00
1.36496E-01,1.10000E-01,5.28000E+00
1.36498E-01,1.10000E-01,5.28000E+00
1.36500E-01,1.10000E-01,5.28000E+00
1.36502E-01,1.10000E-01,5.28000E+00
1.36504E-01,1.09000E-01,5.20000E+00
1.36506E-01,1.10000E-01,5.20000E+00
1.36508E-01,1.10000E-01,5.20000E+00
1.36510E-01,1.09000E-01,5.20000E+00
1.36512E-01,1.10000E-01,5.20000E+00
1.36514E-01,1.09000E-01,5.12000E+00
1.36516E-01,1.10000E-01,5.12000E+00
1.36518E-01,1.10000E-01,5.12000E+00
1.36520E-01,1.10000E-01,5.04000E+00
1.36522E-01,1.09000E-01,5.04000E+00
1.36524E-01,1.09000E-01,5.04000E+00
1.36526E-01,1.10000E-01,5.04000E+00
1.36528E-01,1.09000E-01,5.12000E+00
1.36530E-01,1.10000E-01,5.04000E+00
1.36532E-01,1.10000E-01,5.04000E+00
1.36534E-01,1.10000E-01,5.04000E+00
1.36536E-01,1.10000E-01,4.96000E+00
1.36538E-01,1.10000E-01,4.96000E+00
1.36540E-01,1.10000E-01,4.96000E+00
1.36542E-01,1.10000E-01,4.88000E+00
1.36544E-01,1.09000E-01,4.88000E+00
1.36546E-01,1.10000E-01,4.80000E+00
1.36548E-01,1.10000E-01,4.80000E+00
1.36550E-01,1.10000E-01,4.88000E+00
1.36552E-01,1.10000E-01,4.88000E+00
1.36554E-01,1.10000E-01,4.88000E+00
1.36556E-01,1.10000E-01,4.88000E+00
1.36558E-01,1.10000E-01,4.88000E+00
1.36560E-01,1.09000E-01,4.80000E+00
1.36562E-01,1.10000E-01,4.80000E+00
1.36564E-01,1.09000E-01,4.80000E+00
1.36566E-01,1.09000E-01,4.72000E+00
1.36568E-01,1.10000E-01,4.64000E+00
1.36570E-01,1.10000E-01,4.72000E+00
1.36572E-01,1.09000E-01,4.64000E+00
1.36574E-01,1.09000E-01,4.64000E+00
1.36576E-01,1.09000E-01,4.64000E+00
1.36578E-01,1.09000E-01,4.64000E+00
1.36580E-01,1.09000E-01,4.64000E+00
1.36582E-01,1.09000E-01,4.64000E+00
1.36584E-01,1.09000E-01,4.64000E+00
1.36586E-01,1.10000E-01,4.64000E+00
1.36588E-01,1.10000E-01,4.64000E+00
1.36590E-01,1.09000E-01,4.64000E+00
1.36592E-01,1.10000E-01,4.56000E+00
1.36594E-01,1.10000E-01,4.56000E+00
1.36596E-01,1.09000E-01,4.48000E+00
1.36598E-01,1.10000E-01,4.48000E+00
1.36600E-01,1.10000E-01,4.56000E+00
1.36602E-01,1.09000E-01,4.48000E+00
1.36604E-01,1.09000E-01,4.56000E+00
1.36606E-01,1.09000E-01,4.48000E+00
1.36608E-01,1.09000E-01,4.48000E+00
1.36610E-01,1.09000E-01,4.48000E+00
1.36612E-01,1.09000E-01,4.48000E+00
1.36614E-01,1.09000E-01,4.48000E+00
1.36616E-01,1.09000E-01,4.40000E+00
1.36618E-01,1.10000E-01,4.40000E+00
1.36620E-01,1.10000E-01,4.40000E+00
1.36622E-01,1.10000E-01,4.48000E+00
1.36624E-01,1.09000E-01,4.40000E+00
1.36626E-01,1.09000E-01,4.40000E+00
1.36628E-01,1.10000E-01,4.40000E+00
1.36630E-01,1.09000E-01,4.32000E+00
1.36632E-01,1.09000E-01,4.32000E+00
1.36634E-01,1.09000E-01,4.32000E+00
1.36636E-01,1.09000E-01,4.32000E+00
1.36638E-01,1.09000E-01,4.32000E+00
1.36640E-01,1.10000E-01,4.32000E+00
1.36642E-01,1.09000E-01,4.32000E+00
1.36644E-01,1.09000E-01,4.32000E+00
1.36646E-01,1.10000E-01,4.32000E+00
1.36648E-01,1.09000E-01,4.32000E+00
1.36650E-01,1.10000E-01,4.32000E+00
1.36652E-01,1.09000E-01,4.32000E+00
1.36654E-01,1.09000E-01,4.32000E+00
1.36656E-01,1.10000E-01,4.24000E+00
1.36658E-01,1.09000E-01,4.24000E+00
1.36660E-01,1.09000E-01,4.24000E+00
1.36662E-01,1.09000E-01,4.24000E+00
1.36664E-01,1.09000E-01,4.24000E+00
1.36666E-01,1.10000E-01,4.16000E+00
1.36668E-01,1.10000E-01,4.24000E+00
1.36670E-01,1.10000E-01,4.24000E+00
1.36672E-01,1.10000E-01,4.24000E+00
1.36674E-01,1.10000E-01,4.24000E+00
1.36676E-01,1.10000E-01,4.24000E+00
1.36678E-01,1.10000E-01,4.24000E+00
1.36680E-01,1.10000E-01,4.16000E+00
1.36682E-01,1.09000E-01,4.16000E+00
1.36684E-01,1.09000E-01,4.08000E+00
1.36686E-01,1.10000E-01,4.16000E+00
1.36688E-01,1.10000E-01,4.16000E+00
1.36690E-01,1.10000E-01,4.16000E+00
1.36692E-01,1.09000E-01,4.16000E+00
1.36694E-01,1.10000E-01,4.16000E+00
1.36696E-01,1.09000E-01,4.08000E+00
1.36698E-01,1.09000E-01,4.16000E+00
1.36700E-01,1.10000E-01,4.16000E+00
1.36702E-01,1.09000E-01,4.16000E+00
1.36704E-01,1.10000E-01,4.08000E+00
1.36706E-01,1.10000E-01,4.16000E+00
1.36708E-01,1.10000E-01,4.16000E+00
1.36710E-01,1.10000E-01,4.08000E+00
1.36712E-01,1.09000E-01,4.16000E+00
1.36714E-01,1.10000E-01,4.16000E+00
1.36716E-01,1.10000E-01,4.16000E+00
1.36718E-01,1.10000E-01,4.16000E+00
1.36720E-01,1.10000E-01,4.08000E+00
1.36722E-01,1.10000E-01,4.16000E+00
1.36724E-01,1.09000E-01,4.08000E+00
1.36726E-01,1.10000E-01,4.16000E+00
1.36728E-01,1.09000E-01,4.08000E+00
1.36730E-01,1.09000E-01,4.08000E+00
1.36732E-01,1.09000E-01,4.16000E+00
1.36734E-01,1.10000E-01,4.16000E+00
1.36736E-01,1.10000E-01,4.08000E+00
1.36738E-01,1.09000E-01,4.08000E+00
1.36740E-01,1.10000E-01,4.08000E+00
1.36742E-01,1.09000E-01,4.16000E+00
1.36744E-01,1.09000E-01,4.16000E+00
1.36746E-01,1.10000E-01,4.16000E+00
1.36748E-01,1.10000E-01,4.08000E+00
1.36750E-01,1.10000E-01,4.08000E+00
1.36752E-01,1.09000E-01,4.16000E+00
1.36754E-01,1.09000E-01,4.08000E+00
1.36756E-01,1.10000E-01,4.16000E+00
1.36758E-01,1.10000E-01,4.16000E+00
1.36760E-01,1.10000E-01,4.16000E+00
1.36762E-01,1.09000E-01,4.16000E+00
1.36764E-01,1.09000E-01,4.16000E+00
1.36766E-01,1.10000E-01,4.16000E+00
1.36768E-01,1.09000E-01,4.16000E+00
1.36770E-01,1.09000E-01,4.16000E+00
1.36772E-01,1.10000E-01,4.16000E+00
1.36774E-01,1.09000E-01,4.24000E+00
1.36776E-01,1.10000E-01,4.16000E+00
1.36778E-01,1.09000E-01,4.16000E+00
1.36780E-01,1.10000E-01,4.16000E+00
1.36782E-01,1.10000E-01,4.16000E+00
1.36784E-01,1.10000E-01,4.16000E+00
1.36786E-01,1.10000E-01,4.24000E+00
1.36788E-01,1.09000E-01,4.24000E+00
1.36790E-01,1.10000E-01,4.24000E+00
1.36792E-01,1.10000E-01,4.24000E+00
1.36794E-01,1.09000E-01,4.32000E+00
1.36796E-01,1.10000E-01,4.32000E+00
1.36798E-01,1.10000E-01,4.32000E+00
1.36800E-01,1.10000E-01,4.32000E+00
1.36802E-01,1.10000E-01,4.24000E+00
1.36804E-01,1.09000E-01,4.24000E+00
1.36806E-01,1.10000E-01,4.32000E+00
1.36808E-01,1.10000E-01,4.24000E+00
1.36810E-01,1.09000E-01,4.24000E+00
1.36812E-01,1.10000E-01,4.32000E+00
1.36814E-01,1.09000E-01,4.32000E+00
1.36816E-01,1.10000E-01,4.32000E+00
1.36818E-01,1.10000E-01,4.40000E+00
1.36820E-01,1.09000E-01,4.40000E+00
1.36822E-01,1.10000E-01,4.40000E+00
1.36824E-01,1.09000E-01,4.40000E+00
1.36826E-01,1.10000E-01,4.40000E+00
1.36828E-01,1.10000E-01,4.40000E+00
1.36830E-01,1.10000E-01,4.40000E+00
1.36832E-01,1.10000E-01,4.40000E+00
1.36834E-01,1.10000E-01,4.40000E+00
1.36836E-01,1.10000E-01,4.40000E+00
1.36838E-01,1.10000E-01,4.40000E+00
1.36840E-01,1.10000E-01,4.48000E+00
1.36842E-01,1.10000E-01,4.48000E+00
1.36844E-01,1.10000E-01,4.48000E+00
1.36846E-01,1.10000E-01,4.56000E+00
1.36848E-01,1.09000E-01,4.56000E+00
1.36850E-01,1.10000E-01,4.56000E+00
1.36852E-01,1.10000E-01,4.56000E+00
1.36854E-01,1.09000E-01,4.56000E+00
1.36856E-01,1.10000E-01,4.56000E+00
1.36858E-01,1.10000E-01,4.56000E+00
1.36860E-01,1.10000E-01,4.64000E+00
1.36862E-01,1.10000E-01,4.56000E+00
1.36864E-01,1.10000E-01,4.64000E+00
1.36866E-01,1.10000E-01,4.64000E+00
1.36868E-01,1.10000E-01,4.64000E+00
1.36870E-01,1.10000E-01,4.72000E+00
1.36872E-01,1.10000E-01,4.64000E+00
1.36874E-01,1.10000E-01,4.72000E+00
1.36876E-01,1.09000E-01,4.72000E+00
1.36878E-01,1.10000E-01,4.72000E+00
1.36880E-01,1.10000E-01,4.72000E+00
1.36882E-01,1.09000E-01,4.80000E+00
1.36884E-01,1.09000E-01,4.80000E+00
1.36886E-01,1.10000E-01,4.80000E+00
1.36888E-01,1.10000E-01,4.80000E+00
1.36890E-01,1.10000E-01,4.80000E+00
1.36892E-01,1.10000E-01,4.80000E+00
1.36894E-01,1.09000E-01,4.80000E+00
1.36896E-01,1.10000E-01,4.80000E+00
1.36898E-01,1.10000E-01,4.80000E+00
1.36900E-01,1.10000E-01,4.88000E+00
1.36902E-01,1.10000E-01,4.88000E+00
1.36904E-01,1.10000E-01,4.96000E+00
1.36906E-01,1.10000E-01,4.96000E+00
1.36908E-01,1.10000E-01,4.96000E+00
1.36910E-01,1.10000E-01,5.04000E+00
1.36912E-01,1.10000E-01,5.04000E+00
1.36914E-01,1.10000E-01,5.04000E+00
1.36916E-01,1.09000E-01,5.04000E+00
1.36918E-01,1.10000E-01,5.04000E+00
1.36920E-01,1.10000E-01,5.04000E+00
1.36922E-01,1.10000E-01,5.04000E+00
1.36924E-01,1.10000E-01,5.12000E+00
1.36926E-01,1.10000E-01,5.12000E+00
1.36928E-01,1.09000E-01,5.12000E+00
1.36930E-01,1.10000E-01,5.20000E+00
1.36932E-01,1.10000E-01,5.20000E+00
1.36934E-01,1.10000E-01,5.20000E+00
1.36936E-01,1.10000E-01,5.20000E+00
1.36938E-01,1.09000E-01,5.20000E+00
1.36940E-01,1.10000E-01,5.20000E+00
1.36942E-01,1.10000E-01,5.20000E+00
1.36944E-01,1.10000E-01,5.20000E+00
1.36946E-01,1.10000E-01,5.20000E+00
